,Title,Theme,Show,Author,Length,Published,Views,Likes,Comments,Privacy Status,Region Restriction Count,Tag Count,
20,Champai Soren To Replace Hemant Soren; Jharkhand CM Arrested? | India Upfront,Other political themes,India_Upfront,TIMES NOW,15m 19s,2024-01-31T16:18:57Z,1741,25,5,1 (blocked),20,,
21,Puja In Gyanvapi Cellars After 31 Years | Growing Mandir Leher Stumps Congress? | India Upfront,Religious issues,India_Upfront,TIMES NOW,27m 31s,2024-01-31T15:59:44Z,18575,330,96,1 (blocked),21,,
22,Hemant Soren Faces Arrest Over Land Scam Case; 'House Of Cards' In Jharkhand ? | India Upfront,Criticizing Opposition,India_Upfront,TIMES NOW,15m 50s,2024-01-30T17:00:17Z,2403,47,10,1 (blocked),21,,
23,"Akhilesh Yadav Declares Candidate List | After Bengal, Congress Blindsided In U.P? | India Upfront",Criticizing Opposition,India_Upfront,TIMES NOW,34m 45s,2024-01-30T16:21:09Z,17184,173,42,1 (blocked),19,,
24,"Ram Mandir And Gyanvapi Disputes Resolved, BJP's Focus On UCC Ahead Of 2024 Polls ? | India Upfront",Religious issues,India_Upfront,TIMES NOW,10m 34s,2024-01-29T16:53:52Z,2679,56,8,1 (blocked),24,,
25,Nitish Kumar Takes Sharp Right; What's Binding Glue Of I.N.D.I.A Alliance Now? | India Upfront,Criticizing Opposition,India_Upfront,TIMES NOW,39m 50s,2024-01-29T16:30:21Z,12603,155,63,1 (blocked),19,,
26,Mahadev Can Be Seen In Black And White | 'Project Gyanvapi' On Track For 2029? | India Upfront,Religious issues,India_Upfront,TIMES NOW,38m 58s,2024-01-26T17:09:56Z,21640,464,184,1 (blocked),21,,
27,"BJP-JDU Alliance Finalised In Bihar, Continuing Suspense | Nitish To Be Back By Modi's Side?",Other political themes,India_Upfront,TIMES NOW,9m 38s,2024-01-26T16:03:00Z,3931,35,11,1 (blocked),22,,
28,PM Modi's Three-Pronged Message Packed Into One Day: Is 2024 Now A One-Horse Race? | India Upfront,Praising Ruling Party,India_Upfront,TIMES NOW,36m 51s,2024-01-25T17:41:06Z,9892,78,22,1 (blocked),27,,
29,Rahul Gandhi Chanting 'Muslim Mantra'? | Minority Vote Fight Alienates Allies? | India Upfront,Criticizing Opposition,India_Upfront,TIMES NOW,11m 25s,2024-01-25T16:12:41Z,8472,82,31,1 (blocked),17,,
30,I.N.D.I.A Bloc Moves Towards Implosion | Frenemies Jolt Rahul Gandhi’s Nyay Yatra? | India Upfront,Criticizing Opposition,India_Upfront,TIMES NOW,36m 26s,2024-01-24T16:33:31Z,13913,107,56,1 (blocked),18,,
31,Ram Mandir Devotees Wash Over Ayodhya | Congress Can't See Temple 'Tsunami'? | India Upfront,Religious issues,India_Upfront,TIMES NOW,12m 58s,2024-01-24T16:18:56Z,5985,77,33,1 (blocked),23,,
32,Opponents Invoke Kafir & Communalism | Modi Plus Mandir Message Ensures 400 Paar?| India Upfront,Religious issues,India_Upfront,TIMES NOW,38m 24s,2024-01-23T16:30:31Z,24891,281,221,1 (blocked),18,,
33,Ram Mandir Politics:Author Minhaz Blows Lid Off Cong Strategy|Will Mandir Boycott Backfire Congress?,Religious issues,India_Upfront,TIMES NOW,11m 36s,2024-01-23T16:09:07Z,26145,242,73,1 (blocked),16,,
34,Actor Anupam Kher Exclusively Answers Baiters From Ayodhya | India Upfront | Ram Mandir News,Religious issues,India_Upfront,TIMES NOW,11m 34s,2024-01-23T01:52:06Z,29737,465,33,1 (blocked),25,,
35,"Parties Engaging in Negative Politics on Pran Pratishtha Day Will Face Consequences, Says Panelist",Religious issues,India_Upfront,TIMES NOW,6m 29s,2024-01-22T17:15:19Z,13120,164,48,1 (blocked),19,,
36,Modi Transcends To Hindu Hriday Samrat | Petulant Opposition Left Nitpicking? | India Upfront,Religious issues,India_Upfront,TIMES NOW,15m 11s,2024-01-22T16:50:34Z,4207,35,8,1 (blocked),18,,
37,K. Annamalai On 'Mere Ram' Beyond Politics | Why Tamil Nadu Won't Forget Jan 22?| India Upfront,Religious issues,India_Upfront,TIMES NOW,25m 18s,2024-01-22T16:06:07Z,213533,6191,912,1 (blocked),21,,
38,"K. Annamalai Declares Ayodhya Event as India's Greatest Moment in Decades, Commends Public Patience",Religious issues,India_Upfront,TIMES NOW,1m 46s,2024-01-22T16:01:57Z,2609,56,6,1 (blocked),22,,
39,Dushyant Sridhar Exclusive On Ram Lalla's Murti | Was Second Statue Needed? | India Upfront,Religious issues,India_Upfront,TIMES NOW,16m 18s,2024-01-19T16:17:45Z,46964,787,114,1 (blocked),17,,
40,Congress Pran Pratishtha No Show 'Decoded' | Ram Avoided To Retain Muslim Vote?| India Upfront,Religious issues,India_Upfront,TIMES NOW,32m 25s,2024-01-19T15:51:17Z,15285,154,148,1 (blocked),16,,
41,Shivpal Yadav Justifies Ayodhya Firing | Desperate I.N.D.I.A Grabs Bhakti Mantle? | India Upfront,Religious issues,India_Upfront,TIMES NOW,35m 54s,2024-01-18T17:09:39Z,7367,88,52,1 (blocked),15,,
42,"Devkinandan Thakur Exclusive With Navika Kumar On Ram, Ramayan & 'Ram Rajya,' | India Upfront",Religious issues,India_Upfront,TIMES NOW,11m 36s,2024-01-18T17:09:31Z,477,12,1,1 (blocked),16,,
43,"12 Days Since Attack, Shahjahan Is Free| West Bengal's 'Sheild' And Cover-Up Exposed?| India Upfront",Criticizing Opposition,India_Upfront,TIMES NOW,15m 9s,2024-01-17T16:16:50Z,938,10,5,1 (blocked),16,,
44,Congress' Own Neta Take 'Right' On Mandir Marg| 'Real Bhakts' Expose 'Ballot Bhakts'?| India Upfront,Religious issues,India_Upfront,TIMES NOW,34m 20s,2024-01-17T16:08:51Z,19947,171,63,1 (blocked),18,,
45,Debunking The Mandir '4 Km Away' Theory | Creating Confusion To Mar Celebrations?| India Upfront,Religious issues,India_Upfront,TIMES NOW,39m 5s,2024-01-16T16:44:32Z,23311,278,169,1 (blocked),19,,
46,Vinay Shahasrabuddhe On India's Awakening | India Set For Cultural Re-balancing?| India Upfront,Religious issues,India_Upfront,TIMES NOW,11m 58s,2024-01-16T16:15:39Z,830,12,4,1 (blocked),8,,
47,Politics Continues Over Ram Mandir Invitation | Mandir Monkey Balancing Exposed? | India Upfront,Religious issues,India_Upfront,TIMES NOW,37m 54s,2024-01-15T16:30:13Z,4652,34,35,1 (blocked),18,,
48,Ram Mandir's Trust Treasurer Swami Govind Dev Giri Ji Clears Air On Donations issue | India Upfront,Religious issues,India_Upfront,TIMES NOW,13m 45s,2024-01-15T16:26:50Z,2743,45,27,1 (blocked),18,,
49,What Does Valmiki Ramayan Really Say? On Manuvad And Mere Ram | Manoj Muntashir Shukla Exclusive,Religious issues,India_Upfront,TIMES NOW,20m 13s,2024-01-09T17:56:21Z,858,16,6,1 (blocked),21,,
50,Unabated Mandir Fearmongering | PM Modi’s Mega Roadshow With UAE President | India Upfront,Religious issues,India_Upfront,TIMES NOW,32m 28s,2024-01-09T16:32:44Z,1805,16,13,1 (blocked),19,,
51,Mamata's Neta 'Stole' Ration From Poor | ED Attacked In Bengal | Will TMC Act Now? | India Upfront,Criticizing Opposition,India_Upfront,TIMES NOW,18m 11s,2024-01-08T17:29:44Z,1805,18,12,1 (blocked),23,,
52,Congress' Darshan Dilemma Continues | Rahul-Sonia Undermining Hindu Faith For Votes? | India Upfront,Religious issues,India_Upfront,TIMES NOW,30m 52s,2024-01-08T16:50:23Z,5105,30,15,1 (blocked),21,,
53,India Steeped In Ram's Devotion; But I.N.D.I.A Distancing Mandir To Woo Muslim Vote? | India Upfront,Religious issues,India_Upfront,TIMES NOW,52m 52s,2024-01-05T16:21:50Z,17148,143,125,1 (blocked),22,,
54,"CM Kejriwal Skips ED Summons, Again | Drama To Deflect 'Damning' Questions? | India Upfront",Criticizing Opposition,India_Upfront,TIMES NOW,21m 48s,2024-01-04T15:57:21Z,10881,103,68,1 (blocked),18,,
55,T'gana CM Revanth Reddy Meets Adani Group | ‘Modani’ Attack Compulsive Not Coherent? |India Upfront,Criticizing Opposition,India_Upfront,TIMES NOW,16m 11s,2024-01-03T16:12:56Z,9592,93,38,1 (blocked),16,,
56,Showdown Over Seats And PM Face In I.N.D.I.A Bloc | 'Formula 291' To Deepen Rift? | India Upfront,Criticizing Opposition,India_Upfront,TIMES NOW,14m 41s,2024-01-01T16:21:23Z,8757,48,26,1 (blocked),21,,
57,"I.N.D.I.A Leaders' Insult Continues | Can’t Respect Hindus, But Want Their Votes? | India Upfront",Religious issues,India_Upfront,TIMES NOW,33m 14s,2024-01-01T15:53:42Z,38316,585,432,1 (blocked),17,,
0,Hindu Temple Abu Dhabi | NDTV Exclusive: A Special Tour Of BAPS Mandir In UAE | The Last Word,Religious issues,The_Last_Word_With_Marya_Shakil,NDTV,8m 11s,2024-02-12T18:10:45Z,11,21,,,,,
1,Hindu Temple Abu Dhabi | NDTV In UAE: From Diaspora To Deals In Abu Dhabi | The Last Word,Religious issues,The_Last_Word_With_Marya_Shakil,NDTV,23m 49s,2024-02-12T17:13:03Z,12,22,,,,,
2,Economist Rajiv Kumar Exclusive: Politics Of Economics | The Last Word,Economy,The_Last_Word_With_Marya_Shakil,NDTV,5m 7s,2024-02-08T18:39:54Z,0,22,,,,,
3,White Paper Economy | Big Pre-Poll Face-Off: Politics Of Economics | Marya Shakil | The Last Word,Economy,The_Last_Word_With_Marya_Shakil,NDTV,23m 50s,2024-02-08T17:18:44Z,0,22,,,,,
4,Should There Be Reservation For Children Of Bureaucrats? | The Last Word,Other political themes,The_Last_Word_With_Marya_Shakil,NDTV,25m 12s,2024-02-07T16:40:25Z,6,18,,,,,
5,Call In Parliament To Repeal Places Of Worship Act | Marya Shakil | The Last Word,Religious issues,The_Last_Word_With_Marya_Shakil,NDTV,24m 1s,2024-02-05T16:03:21Z,18,31,,,,,
6,Protest In Mandya | Law-And-Order Challenge Or Communal Colour To Crisis? | The Last Word,Religious issues,The_Last_Word_With_Marya_Shakil,NDTV,25m 59s,2024-01-29T17:02:40Z,5,18,,,,,
7,Politics Over Bharat Ratna To Ex-Bihar Chief Minister Karpoori Thakur | The Last Word,Other political themes,The_Last_Word_With_Marya_Shakil,NDTV,8m 30s,2024-01-24T18:37:51Z,0,16,,,,,
8,"Rahul Walks, Didi Walks Out: 'Jodo Yatra' Or 'Todo Yatra'? | The Last Word",Criticizing Opposition,The_Last_Word_With_Marya_Shakil,NDTV,26m 32s,2024-01-24T17:28:32Z,3,26,,,,,
9,Bharat Ratna For Late OBC Leader Karpoori Thakur | The Last Word,Other political themes,The_Last_Word_With_Marya_Shakil,NDTV,21m 57s,2024-01-23T18:12:50Z,9,21,,,,,
10,Opposition's Mandir Run After Ram Mandir Invite Boycott? | The Last Word,Religious issues,The_Last_Word_With_Marya_Shakil,NDTV,22m 52s,2024-01-17T19:50:49Z,4,23,,,,,
11,Ayodhya Ram Mandir News: Opposition Playing Catch Up On Mandir Marg? | The Last Word,Religious issues,The_Last_Word_With_Marya_Shakil,NDTV,26m,2024-01-17T17:31:19Z,1,23,,,,,
12,Is It Just Fog Or System Failure Behind Flights Fiasco? Panelists Decode | The Last Word,Others,The_Last_Word_With_Marya_Shakil,NDTV,24m 54s,2024-01-16T16:27:27Z,6,21,,,,,
13,Scared Of Scaring Ram Bhakts? Opposition Tries Tight-Rope Tricks | The Last Word,Religious issues,The_Last_Word_With_Marya_Shakil,NDTV,23m 6s,2024-01-15T16:37:40Z,4,24,,,,,
14,Sabke Ram' vs 'BJP Ke Ram': Political War Over Ram Temple Invite | Marya Shakil | The Last Word,Religious issues,The_Last_Word_With_Marya_Shakil,NDTV,25m 21s,2024-01-11T16:37:28Z,2,19,,,,,
15,Real' Sena Chief Eknath Shinde Trumps Uddhav Thackeray: What's Next For Maharashtra | The Last Word,Other political themes,The_Last_Word_With_Marya_Shakil,NDTV,29m 14s,2024-01-10T18:07:34Z,4,18,,,,,
16,PM Modi Shares Bhajan Singer's Song For Lord Ram | Marya Shakil | The Last Word,Religious issues,The_Last_Word_With_Marya_Shakil,NDTV,5m 27s,2024-01-04T18:23:28Z,6,23,,,,,
17,"Archeologist Who Says He Witnessed Ram Temple Remains: ""Moral Duty To Speak"" | The Last Word",Religious issues,The_Last_Word_With_Marya_Shakil,NDTV,10m 12s,2024-01-04T18:14:29Z,46,23,,,,,
2,"Wah Ustad! Exclusive With Tabla Maestro Zakir Hussain | Left, Right & Centre",Others,Left_Right_and_Centre,NDTV,16m 19s,2024-02-14T16:54:47Z,2,public,,18,,,
3,Farmers Protest News | Farmers vs Government: What Is The Way Forward?,Farmers' issues,Left_Right_and_Centre,NDTV,17m 26s,2024-02-14T16:37:41Z,6,public,,25,,,
4,BJP Fast-Tracks NDA Expansion As INDIA Bloc Loses Allies,Other political themes,Left_Right_and_Centre,NDTV,21m 26s,2024-02-11T17:09:43Z,15,public,,22,,,
5,"Pakistan Election Results | One Election, Two Winners: Post-Poll Anarchy In Pakistan",Pakistan,Left_Right_and_Centre,NDTV,16m 35s,2024-02-10T17:06:09Z,28,public,,29,,,
6,"Jharkhand Floor Test | RRR In Ranchi: Resort, Rebellion, Ruckus",Other political themes,Left_Right_and_Centre,NDTV,22m 14s,2024-02-04T17:11:07Z,5,public,,25,,,
7,"Bharat Ratna | Harish Rawat To NDTV: ""Opposition Should Learn Organisation-Building From Advani""",Other political themes,Left_Right_and_Centre,NDTV,13m 19s,2024-02-03T18:17:44Z,30,public,,19,,,
8,"Nitish Kumar Sapath Grahan | Road To 2024: Nitish Kumar's U-Turn, INDIA Bloc's Dead End?",Criticizing Opposition,Left_Right_and_Centre,NDTV,50m 27s,2024-01-28T17:16:00Z,21,public,,19,,,
9,"Bihar Political Crisis | Nitish Kumar To Join Hands With BJP, Sack RJD Ministers Tomorrow: Sources",Other political themes,Left_Right_and_Centre,NDTV,24m 50s,2024-01-27T18:29:10Z,35,public,,22,,,
